dataset;label;message_id;variant_filename;vocab_type;codepoint;salt_location;n_insert_subject;n_insert_body;spam_flag;score;threshold;rule_count;rules;protocol_line;spamd_headers
salted;spam;00291.7aa227e74e89bdd529a3875459d0d5a2;00291__salted__broad__cp200D__single.7aa227e74e89bdd529a3875459d0d5a2;broad;200D;body;0;3;True;7.4;5.0;12;BAYES_99|BAYES_999|FUZZY_CLICK_HERE|HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_04|HTML_MESSAGE|KHOP_HELO_FCRDNS|LOTS_OF_MONEY|MSGID_DOLLARS_URI_IMG|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 867 | Spam: True ; 7.4 / 5.0"
salted;spam;00292.dbf78a2aaa230d288eb80ab843804252;00292__salted__broad__cp00AD__single.dbf78a2aaa230d288eb80ab843804252;broad;00AD;body;0;3;True;12.1;5.0;10;BAYES_99|BAYES_999|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|FUZZY_PRICES|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH;SPAMD/1.1 0 EX_OK;"Content-length: 848 | Spam: True ; 12.1 / 5.0"
salted;spam;00292.dbf78a2aaa230d288eb80ab843804252;00292__salted__broad__cp200B__single.dbf78a2aaa230d288eb80ab843804252;broad;200B;body;0;3;True;9.7;5.0;9;BAYES_99|BAYES_999|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH;SPAMD/1.1 0 EX_OK;"Content-length: 831 | Spam: True ; 9.7 / 5.0"
salted;spam;00292.dbf78a2aaa230d288eb80ab843804252;00292__salted__broad__cp200C__single.dbf78a2aaa230d288eb80ab843804252;broad;200C;body;0;3;True;9.7;5.0;9;BAYES_99|BAYES_999|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH;SPAMD/1.1 0 EX_OK;"Content-length: 831 | Spam: True ; 9.7 / 5.0"
salted;spam;00292.dbf78a2aaa230d288eb80ab843804252;00292__salted__broad__cp200D__single.dbf78a2aaa230d288eb80ab843804252;broad;200D;body;0;3;True;9.7;5.0;9;BAYES_99|BAYES_999|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH;SPAMD/1.1 0 EX_OK;"Content-length: 831 | Spam: True ; 9.7 / 5.0"
salted;spam;00296.85aa16f800e0aaf8755cdf23d7e035ff;00296__salted__broad__cp00AD__single.85aa16f800e0aaf8755cdf23d7e035ff;broad;00AD;both;1;3;True;6.4;5.0;12;BAYES_99|BAYES_999|HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_02|HTML_MESSAGE|KHOP_HELO_FCRDNS|LOTS_OF_MONEY|MSGID_DOLLARS_URI_IMG|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT|T_REMOTE_IMAGE	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 911 | Spam: True ; 6.4 / 5.0"
salted;spam;00296.85aa16f800e0aaf8755cdf23d7e035ff;00296__salted__broad__cp200B__single.85aa16f800e0aaf8755cdf23d7e035ff;broad;200B;both;1;3;True;6.4;5.0;12;BAYES_99|BAYES_999|HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_02|HTML_MESSAGE|KHOP_HELO_FCRDNS|LOTS_OF_MONEY|MSGID_DOLLARS_URI_IMG|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT|T_REMOTE_IMAGE	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 914 | Spam: True ; 6.4 / 5.0"
salted;spam;00296.85aa16f800e0aaf8755cdf23d7e035ff;00296__salted__broad__cp200C__single.85aa16f800e0aaf8755cdf23d7e035ff;broad;200C;both;1;3;True;6.4;5.0;12;BAYES_99|BAYES_999|HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_02|HTML_MESSAGE|KHOP_HELO_FCRDNS|LOTS_OF_MONEY|MSGID_DOLLARS_URI_IMG|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT|T_REMOTE_IMAGE	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 914 | Spam: True ; 6.4 / 5.0"
salted;spam;00296.85aa16f800e0aaf8755cdf23d7e035ff;00296__salted__broad__cp200D__single.85aa16f800e0aaf8755cdf23d7e035ff;broad;200D;both;1;3;True;6.4;5.0;12;BAYES_99|BAYES_999|HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_02|HTML_MESSAGE|KHOP_HELO_FCRDNS|LOTS_OF_MONEY|MSGID_DOLLARS_URI_IMG|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT|T_REMOTE_IMAGE	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 914 | Spam: True ; 6.4 / 5.0"
salted;spam;00302.7f695c69d4cbe06e91cddd2ca7cddf33;00302__salted__broad__cp00AD__single.7f695c69d4cbe06e91cddd2ca7cddf33;broad;00AD;body;0;3;True;9.2;5.0;8;BAYES_99|BAYES_999|BODY_ENHANCEMENT|FREEMAIL_FROM|GUARANTEED_100_PERCENT|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 773 | Spam: True ; 9.2 / 5.0"
salted;spam;00302.7f695c69d4cbe06e91cddd2ca7cddf33;00302__salted__broad__cp200B__single.7f695c69d4cbe06e91cddd2ca7cddf33;broad;200B;body;0;3;True;9.2;5.0;8;BAYES_99|BAYES_999|BODY_ENHANCEMENT|FREEMAIL_FROM|GUARANTEED_100_PERCENT|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 773 | Spam: True ; 9.2 / 5.0"
salted;spam;00302.7f695c69d4cbe06e91cddd2ca7cddf33;00302__salted__broad__cp200C__single.7f695c69d4cbe06e91cddd2ca7cddf33;broad;200C;body;0;3;True;9.2;5.0;8;BAYES_99|BAYES_999|BODY_ENHANCEMENT|FREEMAIL_FROM|GUARANTEED_100_PERCENT|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 773 | Spam: True ; 9.2 / 5.0"
salted;spam;00302.7f695c69d4cbe06e91cddd2ca7cddf33;00302__salted__broad__cp200D__single.7f695c69d4cbe06e91cddd2ca7cddf33;broad;200D;body;0;3;True;9.2;5.0;8;BAYES_99|BAYES_999|BODY_ENHANCEMENT|FREEMAIL_FROM|GUARANTEED_100_PERCENT|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 773 | Spam: True ; 9.2 / 5.0"
salted;spam;00303.22239f1393297a691eb5df3dfe7a5001;00303__salted__broad__cp00AD__single.22239f1393297a691eb5df3dfe7a5001;broad;00AD;body;0;3;True;16.2;5.0;12;BAYES_99|BAYES_999|DATE_IN_PAST_03_06|FORGED_MUA_IMS|FORGED_TELESP_RCVD|FSL_HELO_BARE_IP_2|KHOP_HELO_FCRDNS|MSGID_OUTLOOK_INVALID|PDS_RDNS_DYNAMIC_FP|RATWARE_MS_HASH|RDNS_DYNAMIC|WEIRD_QUOTING	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 848 | Spam: True ; 16.2 / 5.0"
salted;spam;00303.22239f1393297a691eb5df3dfe7a5001;00303__salted__broad__cp200B__single.22239f1393297a691eb5df3dfe7a5001;broad;200B;body;0;3;True;16.2;5.0;12;BAYES_99|BAYES_999|DATE_IN_PAST_03_06|FORGED_MUA_IMS|FORGED_TELESP_RCVD|FSL_HELO_BARE_IP_2|KHOP_HELO_FCRDNS|MSGID_OUTLOOK_INVALID|PDS_RDNS_DYNAMIC_FP|RATWARE_MS_HASH|RDNS_DYNAMIC|WEIRD_QUOTING	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 848 | Spam: True ; 16.2 / 5.0"
salted;spam;00303.22239f1393297a691eb5df3dfe7a5001;00303__salted__broad__cp200C__single.22239f1393297a691eb5df3dfe7a5001;broad;200C;body;0;3;True;16.2;5.0;12;BAYES_99|BAYES_999|DATE_IN_PAST_03_06|FORGED_MUA_IMS|FORGED_TELESP_RCVD|FSL_HELO_BARE_IP_2|KHOP_HELO_FCRDNS|MSGID_OUTLOOK_INVALID|PDS_RDNS_DYNAMIC_FP|RATWARE_MS_HASH|RDNS_DYNAMIC|WEIRD_QUOTING	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 848 | Spam: True ; 16.2 / 5.0"
salted;spam;00303.22239f1393297a691eb5df3dfe7a5001;00303__salted__broad__cp200D__single.22239f1393297a691eb5df3dfe7a5001;broad;200D;body;0;3;True;16.2;5.0;12;BAYES_99|BAYES_999|DATE_IN_PAST_03_06|FORGED_MUA_IMS|FORGED_TELESP_RCVD|FSL_HELO_BARE_IP_2|KHOP_HELO_FCRDNS|MSGID_OUTLOOK_INVALID|PDS_RDNS_DYNAMIC_FP|RATWARE_MS_HASH|RDNS_DYNAMIC|WEIRD_QUOTING	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 848 | Spam: True ; 16.2 / 5.0"
salted;spam;00305.1f2a712e25638b0a4868155b37022cf1;00305__salted__broad__cp00AD__single.1f2a712e25638b0a4868155b37022cf1;broad;00AD;subject;1;0;True;15.0;5.0;19;BAYES_99|BAYES_999|DIET_1|FREEMAIL_FROM|FROM_MISSP_FREEMAIL|FROM_MISSP_XPRIO|HIDE_WIN_STATUS|HTML_MESSAGE|HTML_OBFUSCATE_05_10|MIME_HTML_ONLY|MSGID_FROM_MTA_HEADER|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|OBFUSCATING_COMMENT|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SUSPICIOUS_RECIPS|WEIRD_PORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1091 | Spam: True ; 15.0 / 5.0"
salted;spam;00305.f80c21904d6d4f6facd036450a588b0d;00305__salted__broad__cp00AD__single.f80c21904d6d4f6facd036450a588b0d;broad;00AD;both;1;3;True;5.3;5.0;6;BAYES_99|BAYES_999|FUZZY_PRICES|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MSGID_FROM_MTA_HEADER;SPAMD/1.1 0 EX_OK;"Content-length: 783 | Spam: True ; 5.3 / 5.0"
salted;spam;00305.1f2a712e25638b0a4868155b37022cf1;00305__salted__broad__cp200B__single.1f2a712e25638b0a4868155b37022cf1;broad;200B;subject;1;0;True;15.0;5.0;19;BAYES_99|BAYES_999|DIET_1|FREEMAIL_FROM|FROM_MISSP_FREEMAIL|FROM_MISSP_XPRIO|HIDE_WIN_STATUS|HTML_MESSAGE|HTML_OBFUSCATE_05_10|MIME_HTML_ONLY|MSGID_FROM_MTA_HEADER|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|OBFUSCATING_COMMENT|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SUSPICIOUS_RECIPS|WEIRD_PORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1094 | Spam: True ; 15.0 / 5.0"
salted;spam;00305.f80c21904d6d4f6facd036450a588b0d;00305__salted__broad__cp200B__single.f80c21904d6d4f6facd036450a588b0d;broad;200B;both;1;3;False;3.0;5.0;5;BAYES_99|BAYES_999|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MSGID_FROM_MTA_HEADER	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2234 | Spam: False ; 3.0 / 5.0"
salted;spam;00305.1f2a712e25638b0a4868155b37022cf1;00305__salted__broad__cp200C__single.1f2a712e25638b0a4868155b37022cf1;broad;200C;subject;1;0;True;15.0;5.0;19;BAYES_99|BAYES_999|DIET_1|FREEMAIL_FROM|FROM_MISSP_FREEMAIL|FROM_MISSP_XPRIO|HIDE_WIN_STATUS|HTML_MESSAGE|HTML_OBFUSCATE_05_10|MIME_HTML_ONLY|MSGID_FROM_MTA_HEADER|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|OBFUSCATING_COMMENT|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SUSPICIOUS_RECIPS|WEIRD_PORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1094 | Spam: True ; 15.0 / 5.0"
salted;spam;00305.f80c21904d6d4f6facd036450a588b0d;00305__salted__broad__cp200C__single.f80c21904d6d4f6facd036450a588b0d;broad;200C;both;1;3;False;3.0;5.0;5;BAYES_99|BAYES_999|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MSGID_FROM_MTA_HEADER	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2234 | Spam: False ; 3.0 / 5.0"
salted;spam;00305.1f2a712e25638b0a4868155b37022cf1;00305__salted__broad__cp200D__single.1f2a712e25638b0a4868155b37022cf1;broad;200D;subject;1;0;True;15.0;5.0;19;BAYES_99|BAYES_999|DIET_1|FREEMAIL_FROM|FROM_MISSP_FREEMAIL|FROM_MISSP_XPRIO|HIDE_WIN_STATUS|HTML_MESSAGE|HTML_OBFUSCATE_05_10|MIME_HTML_ONLY|MSGID_FROM_MTA_HEADER|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|OBFUSCATING_COMMENT|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SUSPICIOUS_RECIPS|WEIRD_PORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1094 | Spam: True ; 15.0 / 5.0"
salted;spam;00305.f80c21904d6d4f6facd036450a588b0d;00305__salted__broad__cp200D__single.f80c21904d6d4f6facd036450a588b0d;broad;200D;both;1;3;False;3.0;5.0;5;BAYES_99|BAYES_999|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MSGID_FROM_MTA_HEADER	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2234 | Spam: False ; 3.0 / 5.0"
salted;spam;00308.fc90f8aab51648329b9e705c9021b204;00308__salted__broad__cp00AD__single.fc90f8aab51648329b9e705c9021b204;broad;00AD;both;1;3;True;5.4;5.0;9;BAYES_99|BAYES_999|HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_02|HTML_MESSAGE|KHOP_HELO_FCRDNS|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT;SPAMD/1.1 0 EX_OK;"Content-length: 833 | Spam: True ; 5.4 / 5.0"
salted;spam;00308.fc90f8aab51648329b9e705c9021b204;00308__salted__broad__cp200B__single.fc90f8aab51648329b9e705c9021b204;broad;200B;both;1;3;True;5.4;5.0;9;BAYES_99|BAYES_999|HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_02|HTML_MESSAGE|KHOP_HELO_FCRDNS|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT;SPAMD/1.1 0 EX_OK;"Content-length: 836 | Spam: True ; 5.4 / 5.0"
salted;spam;00308.fc90f8aab51648329b9e705c9021b204;00308__salted__broad__cp200C__single.fc90f8aab51648329b9e705c9021b204;broad;200C;both;1;3;True;5.4;5.0;9;BAYES_99|BAYES_999|HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_02|HTML_MESSAGE|KHOP_HELO_FCRDNS|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT;SPAMD/1.1 0 EX_OK;"Content-length: 836 | Spam: True ; 5.4 / 5.0"
salted;spam;00308.fc90f8aab51648329b9e705c9021b204;00308__salted__broad__cp200D__single.fc90f8aab51648329b9e705c9021b204;broad;200D;both;1;3;True;5.4;5.0;9;BAYES_99|BAYES_999|HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_02|HTML_MESSAGE|KHOP_HELO_FCRDNS|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT;SPAMD/1.1 0 EX_OK;"Content-length: 836 | Spam: True ; 5.4 / 5.0"
salted;spam;00311.176626eb0ec0de8f451a079083104975;00311__salted__broad__cp00AD__single.176626eb0ec0de8f451a079083104975;broad;00AD;subject;1;0;True;6.8;5.0;10;BAD_CREDIT|BAYES_99|BAYES_999|FROM_MISSPACED|FROM_MISSP_EH_MATCH|FROM_MISSP_XPRIO|HTML_MESSAGE|MIME_HTML_ONLY|MSGID_FROM_MTA_HEADER|RDNS_NONE;SPAMD/1.1 0 EX_OK;"Content-length: 825 | Spam: True ; 6.8 / 5.0"
salted;spam;00311.176626eb0ec0de8f451a079083104975;00311__salted__broad__cp200B__single.176626eb0ec0de8f451a079083104975;broad;200B;subject;1;0;True;6.8;5.0;10;BAD_CREDIT|BAYES_99|BAYES_999|FROM_MISSPACED|FROM_MISSP_EH_MATCH|FROM_MISSP_XPRIO|HTML_MESSAGE|MIME_HTML_ONLY|MSGID_FROM_MTA_HEADER|RDNS_NONE;SPAMD/1.1 0 EX_OK;"Content-length: 828 | Spam: True ; 6.8 / 5.0"
salted;spam;00311.176626eb0ec0de8f451a079083104975;00311__salted__broad__cp200C__single.176626eb0ec0de8f451a079083104975;broad;200C;subject;1;0;True;6.8;5.0;10;BAD_CREDIT|BAYES_99|BAYES_999|FROM_MISSPACED|FROM_MISSP_EH_MATCH|FROM_MISSP_XPRIO|HTML_MESSAGE|MIME_HTML_ONLY|MSGID_FROM_MTA_HEADER|RDNS_NONE;SPAMD/1.1 0 EX_OK;"Content-length: 828 | Spam: True ; 6.8 / 5.0"
salted;spam;00311.176626eb0ec0de8f451a079083104975;00311__salted__broad__cp200D__single.176626eb0ec0de8f451a079083104975;broad;200D;subject;1;0;True;6.8;5.0;10;BAD_CREDIT|BAYES_99|BAYES_999|FROM_MISSPACED|FROM_MISSP_EH_MATCH|FROM_MISSP_XPRIO|HTML_MESSAGE|MIME_HTML_ONLY|MSGID_FROM_MTA_HEADER|RDNS_NONE;SPAMD/1.1 0 EX_OK;"Content-length: 828 | Spam: True ; 6.8 / 5.0"
salted;spam;00312.5034fee7d265abd7a4194e9300de24bf;00312__salted__broad__cp00AD__single.5034fee7d265abd7a4194e9300de24bf;broad;00AD;subject;1;0;True;13.1;5.0;19;BAYES_99|BAYES_999|DIET_1|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|HIDE_WIN_STATUS|HTML_MESSAGE|HTML_OBFUSCATE_05_10|MIME_HTML_ONLY|MSGID_FROM_MTA_HEADER|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|OBFUSCATING_COMMENT|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SUBJECT_DIET|SUSPICIOUS_RECIPS|WEIRD_PORT;SPAMD/1.1 0 EX_OK;"Content-length: 1074 | Spam: True ; 13.1 / 5.0"
salted;spam;00312.5034fee7d265abd7a4194e9300de24bf;00312__salted__broad__cp200B__single.5034fee7d265abd7a4194e9300de24bf;broad;200B;subject;1;0;True;13.1;5.0;19;BAYES_99|BAYES_999|DIET_1|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|HIDE_WIN_STATUS|HTML_MESSAGE|HTML_OBFUSCATE_05_10|MIME_HTML_ONLY|MSGID_FROM_MTA_HEADER|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|OBFUSCATING_COMMENT|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SUBJECT_DIET|SUSPICIOUS_RECIPS|WEIRD_PORT;SPAMD/1.1 0 EX_OK;"Content-length: 1077 | Spam: True ; 13.1 / 5.0"
salted;spam;00312.5034fee7d265abd7a4194e9300de24bf;00312__salted__broad__cp200C__single.5034fee7d265abd7a4194e9300de24bf;broad;200C;subject;1;0;True;13.1;5.0;19;BAYES_99|BAYES_999|DIET_1|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|HIDE_WIN_STATUS|HTML_MESSAGE|HTML_OBFUSCATE_05_10|MIME_HTML_ONLY|MSGID_FROM_MTA_HEADER|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|OBFUSCATING_COMMENT|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SUBJECT_DIET|SUSPICIOUS_RECIPS|WEIRD_PORT;SPAMD/1.1 0 EX_OK;"Content-length: 1077 | Spam: True ; 13.1 / 5.0"
salted;spam;00312.5034fee7d265abd7a4194e9300de24bf;00312__salted__broad__cp200D__single.5034fee7d265abd7a4194e9300de24bf;broad;200D;subject;1;0;True;13.1;5.0;19;BAYES_99|BAYES_999|DIET_1|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|HIDE_WIN_STATUS|HTML_MESSAGE|HTML_OBFUSCATE_05_10|MIME_HTML_ONLY|MSGID_FROM_MTA_HEADER|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|OBFUSCATING_COMMENT|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SUBJECT_DIET|SUSPICIOUS_RECIPS|WEIRD_PORT;SPAMD/1.1 0 EX_OK;"Content-length: 1077 | Spam: True ; 13.1 / 5.0"
salted;spam;00319.a99dff9c010e00ec182ed5701556d330;00319__salted__broad__cp00AD__single.a99dff9c010e00ec182ed5701556d330;broad;00AD;body;0;3;False;-0.1;5.0;3;BAYES_50|FIN_FREE|MAILING_LIST_MULTI;SPAMD/1.1 0 EX_OK;"Content-length: 2820 | Spam: False ; -0.1 / 5.0"
salted;spam;00319.a99dff9c010e00ec182ed5701556d330;00319__salted__broad__cp200B__single.a99dff9c010e00ec182ed5701556d330;broad;200B;body;0;3;False;-0.1;5.0;3;BAYES_50|FIN_FREE|MAILING_LIST_MULTI;SPAMD/1.1 0 EX_OK;"Content-length: 2820 | Spam: False ; -0.1 / 5.0"
salted;spam;00319.a99dff9c010e00ec182ed5701556d330;00319__salted__broad__cp200C__single.a99dff9c010e00ec182ed5701556d330;broad;200C;body;0;3;False;-0.1;5.0;3;BAYES_50|FIN_FREE|MAILING_LIST_MULTI;SPAMD/1.1 0 EX_OK;"Content-length: 2820 | Spam: False ; -0.1 / 5.0"
salted;spam;00319.a99dff9c010e00ec182ed5701556d330;00319__salted__broad__cp200D__single.a99dff9c010e00ec182ed5701556d330;broad;200D;body;0;3;False;-0.1;5.0;3;BAYES_50|FIN_FREE|MAILING_LIST_MULTI;SPAMD/1.1 0 EX_OK;"Content-length: 2820 | Spam: False ; -0.1 / 5.0"
salted;spam;00333.050a95c5ed10d1e01e5da42d27d087bd;00333__salted__broad__cp00AD__single.050a95c5ed10d1e01e5da42d27d087bd;broad;00AD;subject;1;0;True;21.9;5.0;19;BAYES_99|BAYES_999|DATE_IN_FUTURE_12_24|EXCUSE_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_08|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|MIME_HTML_ONLY|MORE_SEX|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SUBJ_ALL_CAPS|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 2118 | Spam: True ; 21.9 / 5.0"
salted;spam;00333.050a95c5ed10d1e01e5da42d27d087bd;00333__salted__broad__cp200B__single.050a95c5ed10d1e01e5da42d27d087bd;broad;200B;subject;1;0;True;21.9;5.0;19;BAYES_99|BAYES_999|DATE_IN_FUTURE_12_24|EXCUSE_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_08|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|MIME_HTML_ONLY|MORE_SEX|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SUBJ_ALL_CAPS|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 2121 | Spam: True ; 21.9 / 5.0"
salted;spam;00333.050a95c5ed10d1e01e5da42d27d087bd;00333__salted__broad__cp200C__single.050a95c5ed10d1e01e5da42d27d087bd;broad;200C;subject;1;0;True;21.9;5.0;19;BAYES_99|BAYES_999|DATE_IN_FUTURE_12_24|EXCUSE_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_08|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|MIME_HTML_ONLY|MORE_SEX|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SUBJ_ALL_CAPS|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 2121 | Spam: True ; 21.9 / 5.0"
salted;spam;00333.050a95c5ed10d1e01e5da42d27d087bd;00333__salted__broad__cp200D__single.050a95c5ed10d1e01e5da42d27d087bd;broad;200D;subject;1;0;True;21.9;5.0;19;BAYES_99|BAYES_999|DATE_IN_FUTURE_12_24|EXCUSE_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_08|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|MIME_HTML_ONLY|MORE_SEX|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SUBJ_ALL_CAPS|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 2121 | Spam: True ; 21.9 / 5.0"
salted;spam;00337.813498483bc80a24c002e6e7e8e0f2cb;00337__salted__broad__cp00AD__single.813498483bc80a24c002e6e7e8e0f2cb;broad;00AD;body;0;3;True;5.7;5.0;5;BAYES_95|DATE_IN_PAST_03_06|LOTS_OF_MONEY|MAILING_LIST_MULTI|MONEY_NOHTML;SPAMD/1.1 0 EX_OK;"Content-length: 668 | Spam: True ; 5.7 / 5.0"
